filename,Description,Sample_ID_for_Data_Sharing_and_Public_Release,Tissue,Hippocampus Group
GTEX-13G51-0011-R1a-SM-AFUJZ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13G51-0011-R1a-SM-AFUJZ,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13G51-0011-R1a-SM-AFUJZ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13G51-0011-R1a-SM-AFUJZ,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13G51-0011-R1a-SM-AFUJZ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13G51-0011-R1a-SM-AFUJZ,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13G51-0011-R1a-SM-AFUJZ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13G51-0011-R1a-SM-AFUJZ,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13JUV-0011-R1a-SM-AFUK5.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R1a-SM-AFUK5,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13N2G-0011-R1b-SM-AFUKC.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R1b-SM-AFUKC,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NYS-0011-R1b-SM-AFUKJ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R1b-SM-AFUKJ,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13NZA-0011-R1b-SM-AFUKP.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R1b-SM-AFUKP,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3O-0011-R1b-SM-AFUMU.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13O3O-0011-R1b-SM-AFUMU,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13O3Q-0011-R1b-SM-AFUKV.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R1b-SM-AFUKV,Brain - Hippocampus,HC2 - Hippocampus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-13OW7-0011-R1b-SM-AFUNG.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R1b-SM-AFUNG,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-P44H-0011-R1a-SM-AFUNM.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-P44H-0011-R1a-SM-AFUNM,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-QDT8-0011-R1a-SM-AFUNS.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R1a-SM-AFUNS,Brain - Hippocampus,HC2 - Hippocampus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-WZTO-0011-R1b-SM-AFUOR.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R1b-SM-AFUOR,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-X4XX-0011-R1b-SM-AFUOK.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R1b-SM-AFUOK,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZE7O-0011-R1a-SM-AFUL4.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZE7O-0011-R1a-SM-AFUL4,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-ZUA1-0011-R1a-SM-AFUP5.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R1a-SM-AFUP5,Brain - Hippocampus,HC1 - dentate gyrus
GTEX-11WQC-0011-R8b-SM-AFUIY.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-11WQC-0011-R8b-SM-AFUIY.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-11WQC-0011-R8b-SM-AFUIY.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-11WQC-0011-R8b-SM-AFUIY.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-11WQC-0011-R8b-SM-AFUIY.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-11WQC-0011-R8b-SM-AFUIY.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-11WQC-0011-R8b-SM-AFUIY.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-11WQC-0011-R8b-SM-AFUIY.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R8b-SM-AFUIY,Brain - Hypothalamus,
GTEX-1399T-0011-R8b-SM-AFUJB.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
GTEX-1399T-0011-R8b-SM-AFUJB.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
GTEX-1399T-0011-R8b-SM-AFUJB.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
GTEX-1399T-0011-R8b-SM-AFUJB.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
GTEX-1399T-0011-R8b-SM-AFUJB.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
GTEX-1399T-0011-R8b-SM-AFUJB.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
GTEX-1399T-0011-R8b-SM-AFUJB.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-1399T-0011-R8b-SM-AFUJB,Brain - Hypothalamus,
